Latitude,Longitude,wc2.1_2.5m_bio_1,wc2.1_2.5m_bio_2,wc2.1_2.5m_bio_3,wc2.1_2.5m_bio_4,wc2.1_2.5m_bio_5,wc2.1_2.5m_bio_6,wc2.1_2.5m_bio_7,wc2.1_2.5m_bio_8,wc2.1_2.5m_bio_9,wc2.1_2.5m_bio_10,wc2.1_2.5m_bio_11,wc2.1_2.5m_bio_12,wc2.1_2.5m_bio_13,wc2.1_2.5m_bio_14,wc2.1_2.5m_bio_15,wc2.1_2.5m_bio_16,wc2.1_2.5m_bio_17,wc2.1_2.5m_bio_18,wc2.1_2.5m_bio_19,ID,Species,Connectance,H2,NODF,modularity
81.816667,-71.3,-17.1843338012695,5.33800029754639,13.0144338607788,1364.41918945312,4.53599977493286,-36.4799995422363,41.015998840332,-0.950666725635529,-32.1213340759277,1.01066660881042,-32.1213340759277,114,25,3,78.3776931762695,68,9,57,9,M_PL_020,111,0.104395604395604,0.577491916596539,0.37116063676157,0.456620498614958
-34.166667,-69.7,0.333500057458878,11.4783334732056,47.8263893127441,469.826782226562,13.5080003738403,-10.4919996261597,24,-4.22866678237915,6.05933332443237,6.05933332443237,-5.41599988937378,539,107,9,79.4325942993164,293,32,32,280,M_PL_022,66,0.0878306878306878,0.690398140935157,0.180208333333333,0.611844970242415
-33,-69.283333,10.139500617981,14.4490003585815,52.0722236633301,496.131072998047,24.4160003662109,-3.33200001716614,27.7480010986328,15.4180002212524,6.96666669845581,16.2606658935547,3.99600005149841,260,27,15,18.7490177154541,75,54,73,67,M_PL_023,95,0.0754830917874396,0.692259132024438,0.228815233656814,0.572032
75,-114.966667,-16.6219902038574,6.50231504440308,14.2698936462402,1480.84802246094,8.38333320617676,-37.1833343505859,45.5666656494141,1.12592589855194,-32.7101860046387,2.79999995231628,-32.7101860046387,105,23,2,69.3041152954102,57,10,50,10,M_PL_024,29,0.191919191919192,0.539236317614248,0.320673076923077,0.472299168975069
36.075391,-79.001843,14.6709995269775,13.1293334960938,38.8533782958984,783.253540039062,31.5599994659424,-2.23200011253357,33.7919998168945,24.2186660766602,10.1300001144409,24.2186660766602,4.80800008773804,1150,109,79,10.8742513656616,315,258,315,272,M_PL_025,57,0.25,0.391224057212932,0.512632533482143,0.307105481930657
-42.95,171.566667,6.11633348464966,9.82933330535889,44.981388092041,429.922668457031,17.8880004882812,-3.96399998664856,21.8520011901855,5.68666648864746,9.67666721343994,11.2326669692993,0.707333326339722,3280,402,170,27.1691761016846,1146,591,624,717,M_PL_027,78,0.111111111111111,0.66465484049216,0.139433691344768,0.54
8.933333,-67.416667,27.8048343658447,10.1496677398682,75.6309051513672,94.0805130004883,35.068000793457,21.6480007171631,13.4200000762939,26.8613319396973,28.3686676025391,29.1180000305176,26.8246669769287,1272,232,2,85.9628372192383,677,17,235,609,M_PL_030,81,0.0734501347708895,0.6994982768713,0.111605109013993,0.569480683444155
5.583333,-61.716667,21.7241668701172,9.70433330535889,84.4442596435547,49.1659507751465,27.5359992980957,16.0440006256104,11.4919986724854,21.2786674499512,21.507999420166,22.271333694458,21.2786674499512,2300,335,81,47.7505226135254,959,268,570,959,M_PL_031,97,0.0663265306122449,0.615551633985678,0.123364579093746,0.593400723208416
40.133333,-88.166667,10.8454999923706,11.1596660614014,28.8125247955322,1022.70904541016,29.8279991149902,-8.90399932861328,38.7319984436035,20.9540004730225,-2.44933319091797,22.8753337860107,-2.44933319091797,1001,114,46,26.5051155090332,325,163,315,163,M_PL_032,40,0.281385281385281,0.436621958724851,0.566597670696031,0.35715976331361
45.4,-75.5,5.44750022888184,10.8003330230713,25.1873455047607,1153.45654296875,26.3719997406006,-16.507999420166,42.879997253418,18.9466667175293,-8.29599952697754,18.9466667175293,-9.53999996185303,950,93,58,15.1830568313599,272,185,272,202,M_PL_033,47,0.319004524886878,0.35527426241976,0.409612629154883,0.259896383481716
17.916667,-76.191667,26.4312496185303,6.13749980926514,66.3513641357422,102.033988952637,31.3999996185303,22.1500015258789,9.24999809265137,26.8083343505859,25.5833339691162,27.6166667938232,25.1416664123535,1715,285,55,46.8675842285156,691,215,401,305,M_PL_035,97,0.0810564663023679,0.548563853244433,0.257421533822746,0.470332028784245
39.466667,-31.227222,14.8016662597656,4.65866661071777,34.5598411560059,309.614593505859,22.6359996795654,9.1560001373291,13.4799995422363,13.0900001525879,18.1706657409668,19.1553344726562,11.6100006103516,1699,243,70,37.0567359924316,611,228,279,576,M_PL_036,22,0.25,0.519514033375513,0.35960960960961,0.441111111111111
56.248737,9.973652,7.41216659545898,6.90833330154419,28.4668426513672,619.167053222656,19.3799991607666,-4.88800001144409,24.2679996490479,8.26666641235352,2.25733327865601,15.1286659240723,0.157999992370605,666,70,36,22.6847648620605,210,116,184,133,M_PL_037,50,0.18,0.630834782491773,0.231632996632997,0.470871913580247
56.238737,9.993652,7.41216659545898,6.90833330154419,28.4668426513672,619.167053222656,19.3799991607666,-4.88800001144409,24.2679996490479,8.26666641235352,2.25733327865601,15.1286659240723,0.157999992370605,666,70,36,22.6847648620605,210,116,184,133,M_PL_038,50,0.235119047619048,0.599937858238858,0.28314729889533,0.441275436628746
28.268611,-16.605556,9.41233348846436,10.6213331222534,43.7740440368652,498.158599853516,24.1959991455078,-0.0679999887943268,24.2639999389648,4.22800016403198,16.0559997558594,16.1340007781982,4.22800016403198,437,84,1,80.1008605957031,229,6,22,229,M_PL_039,68,0.14878892733564,0.509873800791412,0.253445715635652,0.459527672615829
18.353889,-77.645278,24.8239994049072,8.39866638183594,72.9050903320312,104.498634338379,30.4799995422363,18.9599990844727,11.5200004577637,25.3840007781982,23.4713325500488,25.9740009307861,23.4713325500488,1679,242,84,33.0731735229492,577,267,447,267,M_PL_040,72,0.0914194065757819,0.588621623465792,0.199265160609698,0.542859341335795
15.518889,-61.467222,26.4907398223877,6.95925998687744,71.4992446899414,104.909057617188,31.1222229003906,21.3888893127441,9.73333358764648,26.9740734100342,25.4925918579102,27.6092586517334,25.0907402038574,1949,239,84,36.843189239502,705,256,560,300,M_PL_041,74,0.108777194298575,0.486437954994238,0.273482251991024,0.399762187871581
-0.949194,-90.977222,24.0407981872559,8.32326412200928,63.4153518676758,159.297210693359,30.7999992370605,17.6750011444092,13.1249980926514,26.1631946563721,22.1916675567627,26.1631946563721,22.1916675567627,329,68,6,83.0658264160156,186,21,186,21,M_PL_042,18,0.347222222222222,0.376032699422614,0.497942386831276,0.3536
56.238737,9.953652,7.36666679382324,6.90666675567627,28.4037952423096,619.688354492188,19.3239994049072,-4.99200010299683,24.3159999847412,8.22000026702881,2.20266652107239,15.0939998626709,0.0999999865889549,672,71,36,22.7394409179688,212,117,185,135,M_PL_043,110,0.108885017421603,0.524851845483324,0.221664165691168,0.382304
56.066667,10.233333,7.98166656494141,6.56799983978271,27.8257923126221,611.150451660156,19.9519996643066,-3.65199995040894,23.6040000915527,8.81599998474121,2.81399989128113,15.6566667556763,0.885333359241486,616,64,33,21.98899269104,191,106,173,120,M_PL_046,60,0.394886363636364,0.223239189958217,0.635971859522108,0.21151855494022
28.268611,-16.605556,9.41233348846436,10.6213331222534,43.7740440368652,498.158599853516,24.1959991455078,-0.0679999887943268,24.2639999389648,4.22800016403198,16.0559997558594,16.1340007781982,4.22800016403198,437,84,1,80.1008605957031,229,6,22,229,M_PL_050,49,0.175510204081633,0.509700838964584,0.325801907033686,0.429150892374257
-41.077069,-71.525206,8.60249996185303,10.8003330230713,49.4068298339844,419.738128662109,21.1879997253418,-0.671999990940094,21.8600006103516,4.09800004959106,13.8800001144409,13.8800001144409,3.55599999427795,1195,230,37,62.0667533874512,575,145,145,509,M_PL_051,104,0.13015873015873,0.612097243932389,0.300061587085513,0.487581796549672
66.966667,-50.55,-5.40783357620239,8.57499980926514,23.1356563568115,1063.0146484375,13.9200000762939,-23.1440010070801,37.0640029907227,6.21799993515015,-17.7800006866455,7.99066686630249,-17.7800006866455,205,38,7,54.7670211791992,95,24,87,24,M_PL_052,54,0.157264957264957,0.522557811078033,0.309091804570528,0.409144612476371
42.2973,3.235217,14.6225004196167,8.16100025177002,34.8224945068359,552.755432128906,27.5,4.06400012969971,23.4360008239746,15.4659996032715,21.7493324279785,21.7506656646729,8.47599983215332,548,79,15,33.3141555786133,190,90,117,132,M_PL_058,113,0.123070987654321,0.429719071310231,0.280153189533486,0.31786244238952
-8.505,-37.201389,22.0613327026367,9.78600025177002,71.2434539794922,152.347259521484,29.3479995727539,15.6120004653931,13.7359991073608,22.923999786377,22.3153324127197,23.6546669006348,20.0533332824707,656,118,15,60.237907409668,296,55,110,154,M_PL_059,26,0.420118343195266,0.198634403865831,0.849310643060643,0.230113072803015
-4.666667,55.43333,26.4774990081787,5.56500005722046,71.8992309570312,71.1069793701172,30.8600006103516,23.1200008392334,7.73999977111816,26.6133327484131,25.6633338928223,27.4099998474121,25.5833339691162,2346,369,94,40.9043006896973,933,340,525,386,M_PL_061_38,33,0.21304347826087,0.537191410244523,0.314817034196229,0.446897126197418
-4.666667,55.43333,26.4774990081787,5.56500005722046,71.8992309570312,71.1069793701172,30.8600006103516,23.1200008392334,7.73999977111816,26.6133327484131,25.6633338928223,27.4099998474121,25.5833339691162,2346,369,94,40.9043006896973,933,340,525,386,M_PL_061_39,30,0.285714285714286,0.503877164108323,0.35581769204032,0.390831758034026
-4.666667,55.43333,26.4774990081787,5.56500005722046,71.8992309570312,71.1069793701172,30.8600006103516,23.1200008392334,7.73999977111816,26.6133327484131,25.6633338928223,27.4099998474121,25.5833339691162,2346,369,94,40.9043006896973,933,340,525,386,M_PL_061_40,35,0.247863247863248,0.472903288081987,0.369418462424003,0.375148632580261
-4.666667,55.43333,26.4774990081787,5.56500005722046,71.8992309570312,71.1069793701172,30.8600006103516,23.1200008392334,7.73999977111816,26.6133327484131,25.6633338928223,27.4099998474121,25.5833339691162,2346,369,94,40.9043006896973,933,340,525,386,M_PL_061_41,13,0.305555555555556,0.812196523986527,0.186507936507937,0.570247933884298
-4.666667,55.43333,26.4774990081787,5.56500005722046,71.8992309570312,71.1069793701172,30.8600006103516,23.1200008392334,7.73999977111816,26.6133327484131,25.6633338928223,27.4099998474121,25.5833339691162,2346,369,94,40.9043006896973,933,340,525,386,M_PL_061_42,17,0.242424242424242,0.670242334605946,0.285714285714286,0.5
-4.666667,55.43333,26.4774990081787,5.56500005722046,71.8992309570312,71.1069793701172,30.8600006103516,23.1200008392334,7.73999977111816,26.6133327484131,25.6633338928223,27.4099998474121,25.5833339691162,2346,369,94,40.9043006896973,933,340,525,386,M_PL_061_43,25,0.180555555555556,0.687881120237893,0.180555555555556,0.463137996219282
-4.666667,55.43333,26.4774990081787,5.56500005722046,71.8992309570312,71.1069793701172,30.8600006103516,23.1200008392334,7.73999977111816,26.6133327484131,25.6633338928223,27.4099998474121,25.5833339691162,2346,369,94,40.9043006896973,933,340,525,386,M_PL_061_45,34,0.197628458498024,0.54147838086768,0.28517316017316,0.4784
-4.666667,55.43333,26.4774990081787,5.56500005722046,71.8992309570312,71.1069793701172,30.8600006103516,23.1200008392334,7.73999977111816,26.6133327484131,25.6633338928223,27.4099998474121,25.5833339691162,2346,369,94,40.9043006896973,933,340,525,386,M_PL_061_46,34,0.164835164835165,0.62377418732267,0.227885251322751,0.495802469135803
-23.341667,-45.116667,17.6868324279785,9.94900035858154,56.2471733093262,248.076431274414,25.7959995269775,8.10799980163574,17.6879997253418,20.5839996337891,14.5740003585815,20.707332611084,14.5740003585815,1917,289,51,57.6995277404785,845,182,809,182,M_PL_063,64,0.248484848484848,0.399670395184122,0.661529330119074,0.330491109789147
-20.75,-42.92,19.4291667938232,11.9609994888306,61.4771766662598,238.311294555664,28.1280002593994,8.67199993133545,19.4560012817383,21.2660007476807,16.2306671142578,22.1233329772949,16.2306671142578,1296,252,21,77.6980590820312,675,65,512,65,M_PL_064,22,0.285714285714286,0.467657206065645,0.504901960784314,0.3876953125
19.5,-105.05,25.2455558776855,12.5600004196167,68.8093566894531,217.129333496094,32.7066650390625,14.453332901001,18.2533321380615,27.602222442627,22.6844444274902,27.6066665649414,22.6133327484131,913,250,2,111.09545135498,609,8,462,38,M_PL_065,26,0.419047619047619,0.418616967616414,0.569895382395382,0.307851239669421
-22.5,-44.83,20.0793323516846,11.9826669692993,61.6138763427734,245.378509521484,28.4519996643066,9.00399971008301,19.4479999542236,22.7479991912842,16.8053340911865,22.767333984375,16.8053340911865,1478,268,22,74.4835510253906,736,80,697,80,M_PL_066,36,0.470967741935484,0.318726980159122,0.629949641906624,0.238318633890036
-7.87,-36.4,22.6014995574951,9.33699989318848,71.4493408203125,142.560440063477,29.4200000762939,16.3519992828369,13.068000793457,23.6886672973633,22.7933330535889,23.966667175293,20.5699996948242,392,88,3,85.9786224365234,219,13,160,80,M_PL_067,36,0.380645161290323,0.371728528407435,0.635055821371611,0.323470267164608
1.25,-77.43,14.3680000305176,8.7926664352417,90.0887908935547,23.0192050933838,19.1480007171631,9.38799953460693,9.76000118255615,14.2513332366943,14.1653327941895,14.7053337097168,14.1413335800171,1408,187,40,42.1694412231445,513,162,434,165,M_PL_068,40,0.297491039426523,0.408065873611068,0.542560117859519,0.303672521410945
-27.27,-49.01,17.2374992370605,9.06366729736328,51.2418975830078,308.346496582031,25.9039993286133,8.21599960327148,17.6879997253418,21.0260009765625,13.9540004730225,21.0260009765625,13.4753341674805,1694,210,93,26.4599933624268,578,301,578,325,M_PL_069_01,24,0.268518518518519,0.639048842969118,0.310681216931217,0.441141498216409
-27.26,-49.02,17.2374992370605,9.06366729736328,51.2418975830078,308.346496582031,25.9039993286133,8.21599960327148,17.6879997253418,21.0260009765625,13.9540004730225,21.0260009765625,13.4753341674805,1694,210,93,26.4599933624268,578,301,578,325,M_PL_069_02,14,0.4,0.584495944284776,0.197058823529412,0.40234375
-27.26,-49.02,17.2374992370605,9.06366729736328,51.2418975830078,308.346496582031,25.9039993286133,8.21599960327148,17.6879997253418,21.0260009765625,13.9540004730225,21.0260009765625,13.4753341674805,1694,210,93,26.4599933624268,578,301,578,325,M_PL_069_03,11,0.535714285714286,0.287550414703296,0.759259259259259,0.235555555555556
19.23,-98.97,16.2584991455078,16.4483337402344,67.544075012207,187.799545288086,28.2999992370605,3.94799995422363,24.3519992828369,17.2639999389648,13.8579998016357,18.5986671447754,13.8579998016357,622,130,5,93.1870574951172,355,23,182,23,M_PL_070,16,0.640625,0.168165001185902,0.686607142857143,0.228435455086258
0.04,-72.27,26.2573337554932,8.86933326721191,81.2209854125977,66.6568145751953,31.7280006408691,20.8079986572266,10.9200019836426,26.1026668548584,26.8139991760254,26.9726657867432,25.3073329925537,2749,325,112,29.9971256256104,903,406,469,854,M_PL_071,52,0.252840909090909,0.484561571294971,0.509080131025716,0.351092033834112
-37.84201,-58.358571,13.6456670761108,11.8920001983643,47.6518669128418,476.696655273438,27.8400001525879,2.8840000629425,24.9559993743896,17.0726661682129,7.89333343505859,19.5973339080811,7.89333343505859,839,100,45,19.8187789916992,255,160,231,160,M_PL_072_01,106,0.0719479525449675,0.557059911637849,0.201615378279504,0.458521955636034
-37.739033,-58.231541,13.760666847229,12.1006669998169,47.9500160217285,478.273071289062,28.0400009155273,2.80399990081787,25.2360000610352,17.1786670684814,7.94466686248779,19.6973323822021,7.94466686248779,841,102,47,19.908332824707,255,160,229,160,M_PL_072_02,96,0.0822510822510823,0.561750549791451,0.225995824454107,0.47122191443521
-37.757206,-58.248473,13.9131669998169,11.9636669158936,47.6260643005371,479.240203857422,28.1840000152588,3.06399989128113,25.1200008392334,17.3513336181641,8.09466648101807,19.8680000305176,8.09466648101807,841,102,47,19.8630962371826,257,161,228,161,M_PL_072_03,117,0.0802798134576949,0.532859474807849,0.235475266582858,0.420585045023327
-37.88535,-57.841954,13.6561670303345,11.4176664352417,47.3762092590332,466.148559570312,26.9759998321533,2.87599992752075,24.1000003814697,17.1473331451416,7.99333333969116,19.4113330841064,7.99333333969116,862,105,48,19.981143951416,269,172,226,172,M_PL_072_04,94,0.111304347826087,0.525499809379958,0.310575983603194,0.398003472222223
-37.738482,-58.433468,13.7273330688477,12.2053337097168,47.8415412902832,483.038940429688,28.2439994812012,2.73199987411499,25.511999130249,19.3866653442383,7.8986668586731,19.7653331756592,7.8986668586731,842,100,45,20.5366764068604,259,156,236,156,M_PL_072_05,84,0.121158911325724,0.563898496381233,0.394399810152423,0.4246481831548
-37.873479,-58.260686,13.8413333892822,11.7993335723877,47.3716621398926,478.1435546875,27.996000289917,3.08799982070923,24.9080009460449,17.2760009765625,8.05866622924805,19.8066673278809,8.05866622924805,844,101,47,18.915397644043,256,166,228,166,M_PL_072_06,94,0.0838122605363985,0.513816836676719,0.27852068300405,0.452212244897959
-37.872875,-57.992252,13.9425001144409,11.4796667098999,47.2569847106934,469.210784912109,27.492000579834,3.20000004768372,24.2919998168945,17.4120006561279,8.24199962615967,19.7466659545898,8.24199962615967,851,105,48,19.8908710479736,265,171,221,171,M_PL_072_07,82,0.122844827586207,0.494212425966415,0.322870132862357,0.398378988406689
-37.875464,-58.379999,13.58899974823,11.8126668930054,47.5933418273926,476.338745117188,27.6999988555908,2.88000011444092,24.8199996948242,17.0246658325195,7.85666656494141,19.5446662902832,7.85666656494141,841,100,46,19.3956451416016,256,162,230,162,M_PL_072_08,94,0.094883258817685,0.507638411075184,0.333737508286684,0.423234012225542
-37.753358,-58.284845,13.8438339233398,12.0036668777466,47.618480682373,479.130187988281,28.1840000152588,2.9760000705719,25.2080001831055,17.2706680297852,8.02933311462402,19.8020000457764,8.02933311462402,835,101,46,19.9855499267578,254,159,228,159,M_PL_072_09,76,0.0982142857142857,0.520680040812979,0.313507346276271,0.439508723599632
-37.732235,-58.311789,13.7518329620361,12.1416664123535,47.7943115234375,480.522338867188,28.1879997253418,2.78399991989136,25.4039993286133,19.3559989929199,7.92333316802979,19.7320003509521,7.92333316802979,839,100,46,19.8096561431885,253,158,231,158,M_PL_072_10,88,0.115702479338843,0.559687649195293,0.270745568739635,0.43548044217687
-37.872675,-58.030991,13.8598337173462,11.4383335113525,47.0094261169434,470.781005859375,27.492000579834,3.16000008583069,24.3320007324219,17.3313331604004,8.14866638183594,19.6900005340576,8.14866638183594,850,104,48,19.379264831543,263,171,222,171,M_PL_072_11,108,0.0965818759936407,0.510874831592393,0.274919533426584,0.391911802062694
-37.850782,-58.065689,13.4835004806519,11.4316663742065,46.9280204772949,471.629272460938,27.1680011749268,2.80800008773804,24.3600006103516,16.9500007629395,7.76733350753784,19.3306674957275,7.76733350753784,856,104,48,19.0593280792236,263,171,226,171,M_PL_072_12,102,0.0986159169550173,0.474190743211347,0.303591176151937,0.417109110495538
38.9695547,-77.1763687,13.0033330917358,11.8486671447754,33.7491912841797,870.861206054688,30.8840007781982,-4.22399997711182,35.1080017089844,21.4926662445068,2.08333325386047,23.6186676025391,2.08333325386047,1041,104,69,11.2932424545288,292,225,283,225,M_PL_073,72,0.124603174603175,0.471198646861565,0.282633077656226,0.393606231490122
-0.0238471,-78.7729935,18.2614994049072,8.4796667098999,90.8665466308594,26.8234882354736,22.8320007324219,13.5,9.33200073242188,18.5219993591309,18.1706657409668,18.6513328552246,17.974666595459,2410,371,56,59.1987686157227,1080,244,978,420,M_PL_074_01,84,0.154655870445344,0.418985988851641,0.481991982626826,0.34431621940188
0.12,-78.6,17.3509998321533,8.85333347320557,89.7539825439453,22.5874500274658,22.2320003509521,12.3680000305176,9.86400032043457,17.5526657104492,17.3553333282471,17.6686668395996,17.1026668548584,1446,215,29,54.6493263244629,621,130,565,314,M_PL_074_02,69,0.2,0.356744861214259,0.582039569760934,0.284256559766764
4.67,-75.57,15.6999998092651,8.23600006103516,89.9126663208008,29.9354496002197,20.2880001068115,11.1280002593994,9.15999984741211,15.8959999084473,15.8353328704834,15.9286670684814,15.2733335494995,2086,269,79,35.3370208740234,667,302,639,650,M_PL_074_03,61,0.38695652173913,0.286216618172971,0.517135282696526,0.246601860034507
10.67,-61.28,24.8051662445068,7.34233379364014,78.9498291015625,62.2782211303711,29.2479991912842,19.9479999542236,9.29999923706055,25.1440010070801,24.3880004882812,25.3273334503174,23.9246673583984,2138,263,74,41.3227767944336,737,241,694,415,M_PL_074_04,66,0.364522417153996,0.375919659480723,0.489003677422795,0.277617318196117
0.12,-78.63,19.1983337402344,8.64333343505859,90.715087890625,25.3060970306396,23.8680000305176,14.3400001525879,9.52799987792969,19.4699993133545,19.0953330993652,19.5633335113525,18.9326667785645,1960,294,46,59.1111907958984,856,167,789,391,M_PL_074_05,43,0.248768472906404,0.37751423541566,0.478499968062342,0.308303107538477
-3.82,-70.27,26.6548328399658,7.68699979782104,80.1063003540039,39.7711944580078,31.3559989929199,21.7600002288818,9.59599876403809,26.6433334350586,26.533332824707,27.1366672515869,26.1293334960938,2927,330,154,23.8425426483154,915,506,654,627,M_PL_074_06,44,0.204597701149425,0.480477946886404,0.338509294575831,0.422926398182048
-23.58,-45.33,21.495454788208,8.83333301544189,53.5206108093262,247.821914672852,29.2954540252686,12.7909088134766,16.504545211792,24.3621215820312,18.4659080505371,24.5833320617676,18.4659080505371,2300,298,83,42.9205894470215,865,270,854,270,M_PL_074_07,51,0.152272727272727,0.590861632055375,0.307984031936128,0.477611940298508
-23.35,-44.83,21.5779514312744,9.50798606872559,56.8206329345703,232.407455444336,29.5375003814697,12.8041667938232,16.7333335876465,24.276388168335,18.78125,24.5222225189209,18.78125,2471,315,102,42.702320098877,938,310,933,310,M_PL_074_08,54,0.194444444444444,0.527014625918949,0.31574449462799,0.404623073719284
-18.2,-43.57,18.2078342437744,10.2463331222534,65.1470794677734,169.600173950195,25.1240005493164,9.39599990844727,15.7280006408691,19.5313339233398,15.7880001068115,19.9873332977295,15.7880001068115,1426,293,9,87.1009063720703,797,35,608,35,M_PL_074_09,59,0.206666666666667,0.533047195579557,0.367317133038783,0.476471268354723
-24.18,-47.93,20.6441669464111,8.82233333587646,52.4265098571777,284.241180419922,28.5279998779297,11.6999998092651,16.8279991149902,23.9653339385986,17.1259994506836,23.9866676330566,17.1259994506836,1474,220,55,47.3004341125488,603,187,597,187,M_PL_074_10,47,0.192857142857143,0.462090097007373,0.556717888001187,0.35192805974699
